step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
372,PAYMENT,17351.79,30380.0,13028.21,0.0,0.0,0,0
349,TRANSFER,71159.11,359253.6,288094.49,1628925.89,1700085.01,0,0
15,CASH_OUT,73377.48,392.0,0.0,7280671.58,7455818.47,0,0
202,CASH_OUT,45685.03,3231.0,0.0,752108.07,797793.1,0,0
180,PAYMENT,4227.94,0.0,0.0,0.0,0.0,0,0
282,PAYMENT,13714.72,0.0,0.0,0.0,0.0,0,0
154,CASH_OUT,321384.97,52176.0,0.0,268931.66,590316.63,0,0
252,CASH_OUT,303582.66,299942.0,0.0,25284.29,328866.96,0,0
282,PAYMENT,231.98,0.0,0.0,0.0,0.0,0,0
136,TRANSFER,480387.83,0.0,0.0,6528083.52,7008471.35,0,0
136,PAYMENT,2065.42,10464.0,8398.58,0.0,0.0,0,0
229,PAYMENT,11841.86,224384.61,212542.75,0.0,0.0,0,0
188,CASH_OUT,45993.85,7264.0,0.0,307267.17,353261.02,0,0
130,CASH_IN,120611.83,8856940.04,8977551.87,202748.1,82136.26,0,0
300,CASH_OUT,375593.52,0.0,0.0,794825.39,1170418.91,0,0
397,CASH_IN,19616.43,61576.0,81192.43,0.0,0.0,0,0
328,PAYMENT,12730.2,16032.28,3302.07,0.0,0.0,0,0
209,CASH_OUT,161832.25,11565.0,0.0,0.0,161832.25,0,0
332,CASH_OUT,106767.2,180160.0,73392.8,0.0,106767.2,0,0
249,CASH_OUT,63485.25,0.0,0.0,2304819.13,2368304.38,0,0
258,PAYMENT,28160.18,245268.0,217107.82,0.0,0.0,0,0
183,PAYMENT,28887.08,170104.71,141217.63,0.0,0.0,0,0
208,TRANSFER,146046.96,0.0,0.0,264801.44,410848.4,0,0
690,TRANSFER,417492.62,41384.0,0.0,0.0,417492.62,0,0
279,PAYMENT,5743.88,1673.0,0.0,0.0,0.0,0,0
522,CASH_OUT,222890.49,0.0,0.0,3268665.55,3491556.05,0,0
39,TRANSFER,614667.32,216929.0,0.0,0.0,614667.32,0,0
278,TRANSFER,9784.48,179.0,0.0,0.0,9784.48,0,0
182,CASH_IN,41485.49,5631597.61,5673083.1,1389791.31,1348305.81,0,0
136,PAYMENT,23483.49,0.0,0.0,0.0,0.0,0,0
43,PAYMENT,2867.7,0.0,0.0,0.0,0.0,0,0
34,CASH_OUT,297465.9,80421.0,0.0,12899726.44,13197192.34,0,0
37,CASH_IN,213887.35,517338.87,731226.21,7115661.36,6901774.01,0,0
14,PAYMENT,9577.36,0.0,0.0,0.0,0.0,0,0
373,PAYMENT,4631.38,240105.48,235474.1,0.0,0.0,0,0
163,PAYMENT,13708.32,15925.0,2216.68,0.0,0.0,0,0
205,CASH_IN,120149.77,4041838.1,4161987.87,3663614.81,3543465.05,0,0
133,CASH_IN,43292.65,22347091.8,22390384.44,269291.51,225998.87,0,0
274,PAYMENT,10933.74,274.0,0.0,0.0,0.0,0,0
10,PAYMENT,10492.9,87414.02,76921.13,0.0,0.0,0,0
687,CASH_OUT,173545.26,66757.0,0.0,118918.67,292463.93,0,0
159,PAYMENT,1057.85,0.0,0.0,0.0,0.0,0,0
47,PAYMENT,9530.1,53309.0,43778.9,0.0,0.0,0,0
225,PAYMENT,243.12,4866.3,4623.18,0.0,0.0,0,0
188,PAYMENT,8262.02,46543.0,38280.98,0.0,0.0,0,0
254,CASH_OUT,267466.87,0.0,0.0,3118170.35,3385637.22,0,0
522,CASH_OUT,82351.46,69923.0,0.0,591990.41,674341.87,0,0
185,PAYMENT,9009.32,236672.0,227662.68,0.0,0.0,0,0
350,PAYMENT,15349.5,11284.0,0.0,0.0,0.0,0,0
306,CASH_IN,221731.28,10973926.67,11195657.95,466061.52,244330.24,0,0
33,PAYMENT,5036.44,0.0,0.0,0.0,0.0,0,0
235,CASH_OUT,147479.99,15766.0,0.0,1345659.92,1493139.91,0,0
397,CASH_IN,48731.78,1568304.22,1617036.0,3375368.09,3326636.31,0,0
227,PAYMENT,536.81,0.0,0.0,0.0,0.0,0,0
180,CASH_OUT,234160.05,0.0,0.0,264429.45,498589.5,0,0
161,CASH_OUT,63169.37,0.0,0.0,16600624.24,16663793.62,0,0
42,PAYMENT,7058.78,0.0,0.0,0.0,0.0,0,0
262,CASH_IN,102842.16,2943465.88,3046308.04,947300.27,844458.11,0,0
587,CASH_IN,33277.85,5882224.35,5915502.2,752624.04,719346.18,0,0
257,CASH_OUT,230324.78,5021.0,0.0,46356.99,276681.77,0,0
17,CASH_IN,18440.48,8331203.5,8349643.98,50332.35,13727.79,0,0
13,DEBIT,6931.1,54452.76,47521.65,147885.0,154816.1,0,0
8,PAYMENT,13671.01,0.0,0.0,0.0,0.0,0,0
155,CASH_OUT,28420.63,0.0,0.0,654404.6,682825.22,0,0
690,TRANSFER,583576.89,50079.0,0.0,0.0,583576.89,0,0
345,CASH_IN,211046.45,6599410.42,6810456.86,223049.35,12002.91,0,0
228,CASH_IN,311867.9,14801.0,326668.9,4522544.79,4210676.89,0,0
137,CASH_OUT,56641.9,0.0,0.0,1940123.2,1996765.1,0,0
352,CASH_OUT,15583.57,0.0,0.0,212509.91,228093.49,0,0
255,PAYMENT,8876.7,50627.0,41750.3,0.0,0.0,0,0
402,CASH_OUT,179821.55,0.0,0.0,650138.01,829959.56,0,0
202,PAYMENT,10690.15,174570.18,163880.03,0.0,0.0,0,0
129,CASH_OUT,211511.83,305956.81,94444.98,572594.94,784106.77,0,0
20,CASH_IN,157017.98,18356.0,175373.98,586.0,65619.69,0,0
326,CASH_IN,57660.67,848697.94,906358.61,75635.55,17974.88,0,0
284,PAYMENT,7960.9,0.0,0.0,0.0,0.0,0,0
137,CASH_OUT,7651.89,0.0,0.0,4063751.4,4071403.28,0,0
347,PAYMENT,19997.19,1580.0,0.0,0.0,0.0,0,0
372,PAYMENT,39151.98,11614.0,0.0,0.0,0.0,0,0
42,CASH_IN,116427.73,675.0,117102.73,53451.4,0.0,0,0
249,PAYMENT,3943.65,100848.0,96904.35,0.0,0.0,0,0
39,CASH_IN,138297.22,1155963.09,1294260.3,1038560.46,900263.24,0,0
136,PAYMENT,1880.67,768.0,0.0,0.0,0.0,0,0
348,CASH_OUT,115768.51,521048.0,405279.49,0.0,115768.51,0,0
159,CASH_IN,61397.18,31317700.15,31379097.33,2479305.97,2417908.79,0,0
232,CASH_OUT,207843.56,10486.0,0.0,401436.32,609279.88,0,0
165,CASH_IN,28781.78,5054044.65,5082826.42,1435212.97,1406431.2,0,0
403,CASH_OUT,14368.06,1747.0,0.0,294334.47,308702.53,0,0
179,CASH_IN,358051.43,3001066.75,3359118.18,1171238.01,813186.58,0,0
139,PAYMENT,3002.95,460580.74,457577.79,0.0,0.0,0,0
14,DEBIT,3927.81,24432.99,20505.18,10801266.35,10805194.16,0,0
371,PAYMENT,17806.15,92933.0,75126.85,0.0,0.0,0,0
18,TRANSFER,517483.54,0.0,0.0,865192.58,1611293.63,0,0
177,CASH_IN,157792.46,4929510.28,5087302.74,178641.62,245015.98,0,0
380,CASH_OUT,10119.82,0.0,0.0,685134.57,695254.39,0,0
17,CASH_OUT,201461.6,186446.0,0.0,0.0,201461.6,0,0
154,CASH_OUT,66631.09,313257.0,246625.91,9640.84,76271.93,0,0
183,PAYMENT,675.94,0.0,0.0,0.0,0.0,0,0
227,PAYMENT,17272.14,31452.22,14180.08,0.0,0.0,0,0
355,CASH_OUT,236571.86,0.0,0.0,651232.53,887804.39,0,0
345,CASH_IN,47708.57,25597943.03,25645651.6,320481.43,272772.85,0,0
299,PAYMENT,18870.4,0.0,0.0,0.0,0.0,0,0
186,CASH_IN,187040.1,4819.0,191859.1,51590.89,0.0,0,0
35,PAYMENT,4059.02,718722.0,714662.98,0.0,0.0,0,0
132,PAYMENT,425.72,201049.0,200623.28,0.0,0.0,0,0
276,CASH_OUT,103856.71,0.0,0.0,438797.8,542654.5,0,0
252,PAYMENT,36949.32,0.0,0.0,0.0,0.0,0,0
10,CASH_OUT,69895.29,0.0,0.0,304355.86,374251.15,0,0
322,CASH_IN,127264.06,33290.0,160554.06,174756.9,47492.84,0,0
15,CASH_OUT,172196.53,246759.0,74562.47,228582.47,683021.46,0,0
278,PAYMENT,3621.37,2622.0,0.0,0.0,0.0,0,0
225,CASH_IN,322604.76,3537.0,326141.76,133920.06,0.0,0,0
370,PAYMENT,45809.98,0.0,0.0,0.0,0.0,0,0
321,CASH_OUT,75373.93,406725.0,331351.07,0.0,75373.93,0,0
278,CASH_OUT,46461.86,70645.0,24183.14,153324.37,199786.23,0,0
396,CASH_OUT,33305.44,31057.0,0.0,1371387.97,1404693.41,0,0
140,PAYMENT,12520.37,309050.04,296529.66,0.0,0.0,0,0
298,PAYMENT,4626.66,219042.02,214415.36,0.0,0.0,0,0
11,CASH_OUT,152401.06,19434.0,0.0,828055.25,1294864.62,0,0
16,CASH_OUT,137877.85,0.0,0.0,4381508.75,4643079.59,0,0
307,CASH_OUT,105173.9,16118.0,0.0,874302.83,979476.73,0,0
227,CASH_IN,6115.66,53968.0,60083.66,0.0,0.0,0,0
375,CASH_OUT,110206.35,0.0,0.0,464800.22,575006.57,0,0
312,CASH_IN,27270.02,8688696.17,8715966.2,695357.87,668087.85,0,0
253,TRANSFER,1789379.91,130163.11,0.0,4329140.53,6118520.43,0,0
36,CASH_OUT,252319.02,11373.0,0.0,641895.41,894214.43,0,0
688,PAYMENT,12603.53,0.0,0.0,0.0,0.0,0,0
139,CASH_OUT,121871.01,114675.81,0.0,127848.83,249719.84,0,0
19,PAYMENT,2251.47,0.0,0.0,0.0,0.0,0,0
208,CASH_OUT,21031.87,0.0,0.0,2763318.49,2784350.36,0,0
204,PAYMENT,17549.95,0.0,0.0,0.0,0.0,0,0
640,PAYMENT,4436.11,0.0,0.0,0.0,0.0,0,0
257,TRANSFER,448508.16,0.0,0.0,1066385.06,1514893.23,0,0
16,CASH_OUT,199875.21,61886.0,0.0,494624.53,1661203.71,0,0
251,PAYMENT,46315.28,101032.0,54716.72,0.0,0.0,0,0
17,PAYMENT,269.18,0.0,0.0,0.0,0.0,0,0
140,CASH_IN,57444.69,230570.12,288014.81,610069.91,552625.22,0,0
397,PAYMENT,19838.49,0.0,0.0,0.0,0.0,0,0
158,CASH_IN,29531.61,926743.19,956274.8,382435.34,352903.73,0,0
181,PAYMENT,47256.69,31590.0,0.0,0.0,0.0,0,0
399,CASH_OUT,169776.32,0.0,0.0,1843446.45,2013222.77,0,0
405,CASH_OUT,31093.55,24106.0,0.0,0.0,31093.55,0,0
550,PAYMENT,5932.63,21781.38,15848.75,0.0,0.0,0,0
564,CASH_IN,223434.35,4027844.4,4251278.74,13928707.09,13705272.74,0,0
278,PAYMENT,14805.75,21546.0,6740.25,0.0,0.0,0,0
227,TRANSFER,120476.59,5032.0,0.0,122726.68,243203.27,0,0
228,TRANSFER,1713713.25,100745.0,0.0,0.0,1713713.25,0,0
12,PAYMENT,17161.99,5016.0,0.0,0.0,0.0,0,0
331,PAYMENT,9111.77,52699.0,43587.23,0.0,0.0,0,0
542,CASH_OUT,168150.22,68046.0,0.0,0.0,168150.22,0,0
142,PAYMENT,4618.51,2523.0,0.0,0.0,0.0,0,0
20,CASH_OUT,71271.31,0.0,0.0,2343225.94,2414497.25,0,0
567,TRANSFER,324164.43,11686.75,0.0,12221227.1,12545391.53,0,0
250,CASH_OUT,316054.22,106273.0,0.0,178720.05,494774.27,0,0
131,CASH_IN,7540.33,6968662.43,6976202.75,20110.04,12569.71,0,0
401,PAYMENT,14899.64,90367.0,75467.36,0.0,0.0,0,0
258,CASH_OUT,96456.27,0.0,0.0,924342.61,1020798.88,0,0
227,PAYMENT,27041.48,272953.11,245911.63,0.0,0.0,0,0
326,CASH_IN,269176.4,6498.0,275674.4,696230.02,427053.62,0,0
236,TRANSFER,4467.58,49800.0,45332.42,812139.98,816607.56,0,0
330,CASH_OUT,25901.51,0.0,0.0,45839.0,71740.5,0,0
250,TRANSFER,1324602.9,0.0,0.0,11192672.77,12517275.67,0,0
327,CASH_IN,322626.24,1245283.32,1567909.57,838349.15,515722.9,0,0
153,PAYMENT,14594.76,0.0,0.0,0.0,0.0,0,0
251,CASH_IN,359324.98,6172064.15,6531389.12,552048.75,192723.77,0,0
181,CASH_OUT,229224.54,79928.0,0.0,512824.23,742048.77,0,0
191,CASH_OUT,416962.95,126168.79,0.0,3528345.38,3945308.33,0,0
35,CASH_OUT,112371.43,25313.0,0.0,0.0,112371.43,0,0
209,CASH_OUT,134998.54,0.0,0.0,136279.39,271277.93,0,0
259,PAYMENT,3246.14,0.0,0.0,0.0,0.0,0,0
401,PAYMENT,10006.02,3975.23,0.0,0.0,0.0,0,0
324,TRANSFER,129011.03,0.0,0.0,376094.29,505105.32,0,0
335,TRANSFER,692230.76,0.0,0.0,12396687.55,13088918.31,0,0
278,CASH_OUT,116012.07,115709.33,0.0,231031.81,347043.87,0,0
187,CASH_OUT,240762.79,41190.0,0.0,0.0,240762.79,0,0
37,PAYMENT,16513.27,74000.83,57487.56,0.0,0.0,0,0
346,CASH_IN,27150.15,50547.0,77697.15,0.0,0.0,0,0
12,CASH_IN,251673.32,6683064.37,6934737.69,10170945.44,10339576.42,0,0
165,CASH_IN,103499.02,21219703.87,21323202.89,206154.48,102655.46,0,0
153,CASH_OUT,285570.53,0.0,0.0,966459.77,1252030.31,0,0
307,PAYMENT,5952.64,14137.34,8184.7,0.0,0.0,0,0
208,PAYMENT,9097.8,247708.88,238611.08,0.0,0.0,0,0
18,PAYMENT,11597.68,564046.6,552448.92,0.0,0.0,0,0
592,CASH_OUT,178412.24,21496.0,0.0,236722.31,415134.55,0,0
34,CASH_IN,65458.65,11342.0,76800.65,3525228.72,3459770.07,0,0
375,CASH_IN,249536.81,20474066.24,20723603.05,351262.06,101725.25,0,0
256,CASH_OUT,185603.04,18510.0,0.0,121258.01,306861.05,0,0
303,CASH_OUT,8909.93,71149.0,62239.07,207823.98,216733.91,0,0
374,PAYMENT,7869.86,0.0,0.0,0.0,0.0,0,0
331,CASH_OUT,110375.44,0.0,0.0,928623.71,1220284.97,0,0
326,DEBIT,1222.47,84303.0,83080.53,9062824.67,9064047.14,0,0
284,CASH_IN,177018.35,1728777.51,1905795.86,586262.67,409244.32,0,0
19,CASH_OUT,83058.6,100392.0,17333.4,103183.14,271993.88,0,0
395,CASH_IN,45830.23,579868.2,625698.42,70274.65,24444.43,0,0
307,PAYMENT,13140.36,100460.0,87319.64,0.0,0.0,0,0
373,CASH_IN,415632.13,12610.0,428242.13,0.0,0.0,0,0
187,PAYMENT,5745.09,0.0,0.0,0.0,0.0,0,0
277,CASH_OUT,382455.97,0.0,0.0,8191462.52,8573918.49,0,0
43,CASH_OUT,281693.17,0.0,0.0,1246354.09,1500656.37,0,0
18,TRANSFER,532162.14,131.0,0.0,0.0,532162.14,0,0
138,CASH_IN,120926.56,68061.0,188987.56,173486.09,52559.53,0,0
278,CASH_IN,2587.91,20096.0,22683.91,0.0,0.0,0,0
403,CASH_OUT,230182.74,0.0,0.0,392126.38,622309.12,0,0
209,CASH_IN,340436.03,304520.0,644956.03,632306.57,291870.54,0,0
233,PAYMENT,8662.55,0.0,0.0,0.0,0.0,0,0
16,TRANSFER,788911.57,280.0,0.0,0.0,693212.81,0,0
305,CASH_OUT,287272.86,105746.0,0.0,1732184.97,2019457.83,0,0
371,CASH_OUT,272437.95,0.0,0.0,964593.88,1237031.83,0,0
236,CASH_OUT,167763.24,5084.0,0.0,0.0,69325.57,0,0
36,PAYMENT,35299.3,13252.0,0.0,0.0,0.0,0,0
38,PAYMENT,2283.19,240267.67,237984.48,0.0,0.0,0,0
347,CASH_OUT,73908.97,0.0,0.0,631494.45,705403.42,0,0
185,CASH_IN,210817.56,522448.45,733266.01,5092612.59,4881795.03,0,0
230,CASH_OUT,49154.44,14841.0,0.0,7394345.92,7443500.36,0,0
331,CASH_OUT,185124.16,34225.0,0.0,1770615.36,1955739.52,0,0
230,PAYMENT,24989.67,0.0,0.0,0.0,0.0,0,0
369,PAYMENT,21778.1,101228.0,79449.9,0.0,0.0,0,0
305,CASH_IN,13337.53,1325218.67,1338556.19,263519.99,250182.46,0,0
7,TRANSFER,1107283.97,0.0,0.0,9162711.27,18482735.85,0,0
45,PAYMENT,10157.32,9894.3,0.0,0.0,0.0,0,0
258,PAYMENT,7478.16,0.0,0.0,0.0,0.0,0,0
358,CASH_OUT,400519.99,0.0,0.0,1885073.89,2285593.88,0,0
379,CASH_OUT,110462.28,0.0,0.0,1532372.47,1642834.74,0,0
10,CASH_OUT,232416.78,0.0,0.0,0.0,550599.13,0,0
208,PAYMENT,30724.38,0.0,0.0,0.0,0.0,0,0
39,CASH_IN,6652.98,326422.7,333075.68,2139129.66,2132476.68,0,0
46,PAYMENT,6238.04,64631.0,58392.96,0.0,0.0,0,0
400,PAYMENT,12773.33,0.0,0.0,0.0,0.0,0,0
323,CASH_IN,284238.68,228.0,284466.68,223264.74,0.0,0,0
275,CASH_OUT,77776.24,0.0,0.0,148931.02,226707.25,0,0
204,PAYMENT,19105.04,0.0,0.0,0.0,0.0,0,0
131,PAYMENT,8803.18,0.0,0.0,0.0,0.0,0,0
48,PAYMENT,6611.94,46044.0,39432.06,0.0,0.0,0,0
163,CASH_IN,2715.78,3189963.78,3192679.56,8180300.21,8177584.43,0,0
44,CASH_OUT,120508.83,0.0,0.0,425602.18,677839.29,0,0
179,PAYMENT,15550.02,0.0,0.0,0.0,0.0,0,0
207,CASH_IN,202774.93,12829424.67,13032199.6,1121616.56,918841.64,0,0
184,CASH_IN,144033.7,10297802.16,10441835.86,3727558.05,3583524.34,0,0
283,CASH_OUT,13971.46,19582.0,5610.54,4124588.41,4138559.86,0,0
376,CASH_IN,124503.93,4333735.45,4458239.37,1434673.87,1310169.94,0,0
165,PAYMENT,22266.69,0.0,0.0,0.0,0.0,0,0
276,CASH_OUT,74023.42,0.0,0.0,316207.59,390231.01,0,0
684,CASH_IN,142847.33,1791911.92,1934759.25,180106.01,37258.68,0,0
132,CASH_OUT,426571.88,112622.0,0.0,0.0,426571.88,0,0
180,PAYMENT,26099.87,0.0,0.0,0.0,0.0,0,0
259,PAYMENT,8915.24,0.0,0.0,0.0,0.0,0,0
406,TRANSFER,477848.44,72868.0,0.0,658244.42,1136092.86,0,0
284,CASH_OUT,47011.0,11326.0,0.0,10275506.39,10320506.9,0,0
398,CASH_OUT,494967.53,389723.57,0.0,3374365.19,3869332.72,0,0
328,PAYMENT,12926.41,97190.96,84264.55,0.0,0.0,0,0
281,CASH_OUT,8334.59,55.0,0.0,50316.36,58650.95,0,0
597,CASH_OUT,125187.67,298528.45,173340.79,749859.89,875047.56,0,0
184,PAYMENT,5978.51,100190.99,94212.48,0.0,0.0,0,0
357,PAYMENT,6898.46,0.0,0.0,0.0,0.0,0,0
226,CASH_OUT,273357.32,0.0,0.0,6037655.25,6311012.57,0,0
306,PAYMENT,10937.26,163766.0,152828.74,0.0,0.0,0,0
297,PAYMENT,28144.97,198.0,0.0,0.0,0.0,0,0
11,CASH_IN,283947.83,5220121.08,5504068.91,530786.16,246838.33,0,0
594,PAYMENT,13553.08,73475.24,59922.15,0.0,0.0,0,0
255,CASH_IN,120762.04,14349275.34,14470037.38,720777.96,600015.92,0,0
227,CASH_OUT,297315.16,0.0,0.0,2356751.95,2654067.11,0,0
18,PAYMENT,756.49,249219.74,248463.25,0.0,0.0,0,0
139,CASH_IN,136099.7,6101641.11,6237740.8,163156.24,27056.54,0,0
189,PAYMENT,9698.85,28728.0,19029.15,0.0,0.0,0,0
426,CASH_OUT,84360.15,0.0,0.0,246144.04,330504.19,0,0
397,PAYMENT,66539.72,28672.0,0.0,0.0,0.0,0,0
396,CASH_OUT,528376.47,0.0,0.0,661989.6,1190366.07,0,0
249,PAYMENT,995.16,0.0,0.0,0.0,0.0,0,0
393,CASH_OUT,68222.73,220002.0,151779.27,0.0,68222.73,0,0
374,CASH_OUT,285810.92,21394.0,0.0,154983.16,352018.26,0,0
397,CASH_OUT,201199.96,0.0,0.0,840256.18,1190910.44,0,0
17,CASH_OUT,35409.82,83938.0,48528.18,413591.78,449001.6,0,0
275,CASH_OUT,3831.07,0.0,0.0,612639.8,616470.87,0,0
328,TRANSFER,6875615.27,0.0,0.0,10105830.84,16981446.11,0,0
188,CASH_OUT,317221.95,71543.0,0.0,0.0,317221.95,0,0
236,CASH_OUT,54414.67,0.0,0.0,89624.66,144039.33,0,0
376,PAYMENT,9308.04,144006.54,134698.5,0.0,0.0,0,0
346,CASH_IN,76676.65,2431153.88,2507830.53,1246261.69,1169585.04,0,0
405,PAYMENT,1618.07,0.0,0.0,0.0,0.0,0,0
330,CASH_IN,313759.44,2570430.6,2884190.04,1086762.28,773002.84,0,0
250,CASH_OUT,415582.44,13350.99,0.0,1270450.58,1686033.02,0,0
189,PAYMENT,10640.15,32773.0,22132.85,0.0,0.0,0,0
395,PAYMENT,9944.6,0.0,0.0,0.0,0.0,0,0
10,PAYMENT,15822.02,1768.0,0.0,0.0,0.0,0,0
307,PAYMENT,12021.89,100990.0,88968.11,0.0,0.0,0,0
301,CASH_IN,185063.16,11587.0,196650.16,83034.0,0.0,0,0
159,PAYMENT,6123.97,631.0,0.0,0.0,0.0,0,0
238,PAYMENT,6541.74,5240.0,0.0,0.0,0.0,0,0
284,CASH_IN,136957.06,3103722.44,3240679.5,2368536.53,2231579.47,0,0
208,TRANSFER,41276.9,0.0,0.0,1302911.25,1344188.16,0,0
275,PAYMENT,4055.41,0.0,0.0,0.0,0.0,0,0
21,CASH_OUT,54667.58,82268.0,27600.42,198408.27,253075.85,0,0
187,PAYMENT,1647.74,0.0,0.0,0.0,0.0,0,0
395,CASH_OUT,208045.99,1429.98,0.0,973904.14,1181950.13,0,0
134,PAYMENT,13867.92,0.0,0.0,0.0,0.0,0,0
186,CASH_OUT,85950.96,0.0,0.0,895297.27,981248.23,0,0
350,CASH_IN,51010.71,644675.04,695685.75,12813943.8,12762933.1,0,0
207,CASH_OUT,116800.22,0.0,0.0,2728739.96,2845540.17,0,0
34,PAYMENT,20740.85,3.0,0.0,0.0,0.0,0,0
236,CASH_OUT,152506.7,0.0,0.0,777340.49,929847.19,0,0
372,PAYMENT,88.68,11001.0,10912.32,0.0,0.0,0,0
398,PAYMENT,14784.0,73079.0,58295.0,0.0,0.0,0,0
490,CASH_IN,210784.54,7219.0,218003.54,781325.28,570540.74,0,0
12,CASH_IN,127020.91,4095.0,131115.91,16101.0,274294.43,0,0
232,CASH_IN,156727.13,540375.0,697102.13,8157452.62,8000725.49,0,0
44,CASH_OUT,176917.88,0.0,0.0,376051.87,552969.75,0,0
359,PAYMENT,13987.46,14741.0,753.54,0.0,0.0,0,0
44,CASH_OUT,42172.4,0.0,0.0,169895.22,212067.62,0,0
93,CASH_OUT,6049.29,5010.0,0.0,136339.06,142388.35,0,0
131,CASH_OUT,207484.16,0.0,0.0,1612910.58,1820394.74,0,0
327,CASH_OUT,192932.95,0.0,0.0,350565.38,543498.33,0,0
297,CASH_OUT,67697.15,0.0,0.0,352086.38,419783.53,0,0
33,CASH_OUT,93393.27,0.0,0.0,148720.06,0.0,0,0
379,CASH_IN,334910.11,4000859.65,4335769.76,428418.18,93508.07,0,0
348,PAYMENT,46039.18,51937.0,5897.82,0.0,0.0,0,0
236,CASH_OUT,65815.57,22145.0,0.0,4373773.02,4439588.59,0,0
258,CASH_IN,148801.6,6127932.61,6276734.21,288431.42,139629.82,0,0
254,CASH_IN,74263.35,6812098.56,6886361.91,355437.63,281174.28,0,0
332,CASH_OUT,264127.01,0.0,0.0,5927287.45,6191414.46,0,0
234,CASH_OUT,140608.63,20514.0,0.0,1224906.94,1365515.58,0,0
227,PAYMENT,8471.71,0.0,0.0,0.0,0.0,0,0
379,CASH_OUT,48623.12,0.0,0.0,260232.59,308855.72,0,0
322,PAYMENT,11799.02,0.0,0.0,0.0,0.0,0,0
474,TRANSFER,609655.1,0.0,0.0,2687458.99,3297114.09,0,0
209,PAYMENT,3122.37,486.0,0.0,0.0,0.0,0,0
252,CASH_OUT,11141.75,303818.0,292676.25,0.0,11141.75,0,0
132,CASH_IN,315393.22,178507.71,493900.93,3929112.59,3613719.37,0,0
565,PAYMENT,15357.08,124102.48,108745.4,0.0,0.0,0,0
15,CASH_IN,78113.18,0.0,78113.18,2017687.06,2389899.75,0,0
251,CASH_IN,363013.58,8488240.21,8851253.79,1452611.18,1089597.61,0,0
381,CASH_IN,90940.12,17332.0,108272.12,71032.17,0.0,0,0
373,TRANSFER,597849.84,0.0,0.0,2418001.34,3015851.18,0,0
369,CASH_OUT,131583.9,48419.0,0.0,247528.73,379112.63,0,0
228,PAYMENT,4472.21,0.0,0.0,0.0,0.0,0,0
404,CASH_OUT,179064.41,30514.0,0.0,547890.18,726954.59,0,0
37,CASH_OUT,6063.37,0.0,0.0,1071442.16,1077505.53,0,0
227,TRANSFER,434732.4,89594.0,0.0,4603352.67,5038085.08,0,0
164,CASH_OUT,214978.18,0.0,0.0,9768752.81,9983730.98,0,0
37,TRANSFER,660574.44,0.0,0.0,1140581.49,1801155.93,0,0
253,CASH_IN,197539.22,29552.34,227091.55,2832730.32,2635191.1,0,0
279,PAYMENT,7986.88,347149.32,339162.44,0.0,0.0,0,0
404,CASH_OUT,41476.34,49676.0,8199.66,0.0,41476.34,0,0
19,TRANSFER,144567.15,0.0,0.0,318863.5,463430.65,0,0
403,PAYMENT,39080.0,67311.94,28231.94,0.0,0.0,0,0
370,CASH_IN,541498.37,10562.0,552060.37,0.0,0.0,0,0
159,PAYMENT,10059.33,98515.0,88455.67,0.0,0.0,0,0
188,PAYMENT,9257.6,17620.31,8362.71,0.0,0.0,0,0
283,CASH_OUT,49907.3,10225.0,0.0,0.0,49907.3,0,0
158,TRANSFER,338603.93,0.0,0.0,612870.04,951473.97,0,0
299,PAYMENT,49569.42,26968.02,0.0,0.0,0.0,0,0
139,CASH_IN,254600.55,5022.0,259622.55,493175.74,238575.19,0,0
404,CASH_OUT,243487.76,0.0,0.0,363432.36,606920.11,0,0
688,CASH_IN,481843.9,7283.0,489126.9,0.0,0.0,0,0
394,PAYMENT,14578.52,0.0,0.0,0.0,0.0,0,0
375,TRANSFER,10001912.39,411395.34,0.0,16677560.66,26679473.05,0,0
405,CASH_IN,122773.06,122202.0,244975.06,0.0,0.0,0,0
332,CASH_IN,32021.01,130151.38,162172.39,8142654.41,8110633.4,0,0
42,PAYMENT,9587.47,904.0,0.0,0.0,0.0,0,0
355,CASH_IN,5769.6,638727.66,644497.25,278853.82,273084.22,0,0
288,CASH_OUT,93949.43,0.0,0.0,1491874.25,1585823.68,0,0
45,CASH_IN,144863.98,8122459.08,8267323.07,3684172.72,3539308.73,0,0
132,CASH_OUT,115244.37,175522.53,60278.16,459695.1,108728.84,0,0
277,PAYMENT,1355.33,0.0,0.0,0.0,0.0,0,0
399,CASH_OUT,256803.55,67440.0,0.0,65520.82,322324.37,0,0
17,CASH_OUT,378428.74,20398.0,0.0,0.0,470165.73,0,0
14,PAYMENT,8350.92,21672.0,13321.08,0.0,0.0,0,0
401,PAYMENT,20644.49,945597.23,924952.74,0.0,0.0,0,0
45,DEBIT,1835.07,37672.56,35837.49,5528362.23,5555620.35,0,0
154,CASH_IN,204528.43,5414801.72,5619330.14,321267.07,116738.65,0,0
332,PAYMENT,17364.04,0.0,0.0,0.0,0.0,0,0
209,TRANSFER,465262.06,212722.0,0.0,0.0,465262.06,0,0
12,CASH_OUT,30949.35,0.0,0.0,132324.91,163274.26,0,0
329,CASH_OUT,113917.77,118.0,0.0,0.0,113917.77,0,0
401,CASH_OUT,82560.17,15162.0,0.0,0.0,82560.17,0,0
